id,text,label
emot-train-1589,materi Mr Roger Tol (belanda) tarkait dunia pernaskahan di indonesia.Wow...keren doma kan.negara nita hapengan puna 700 bahasa.. ckckckck. #seminarpanji #sastra  [USERNAME] [URL],happy
emot-train-1154,"Aneh hian ate?! Hahaha. Holan naeng mandok, sonang boi hutanda ho lae. Yaa nang  pe hahuranganmi um godang (Hahaha) Alai sadar do au molo mardongan dang manis molo holan manjalo halobian donganna :) [URL] ",happy
emot-train-683,Utok-utok molo nga oto naeng nitogihon pe manghatai tudia pe torus ibana na naeng monang..di tu hambirang hita tu siamun hita na sala...balina hita tong na sala torus...asingni hita mangihut ibana baru tingkos alai ipe sipata molo adong namasa tong hita na disalahon..LOMOMU MA BAH ...,anger
emot-train-720,"singkat carito,sikap nia na jolo na cool,cuek,cinta dark,parsip doma,baru pangamuk oppot oppot marubah jadi caper,humble,marwarna,karismatik,play boy soni,malah anggo menurut ku pribadi sikopatnia mur tarligin takkas.",fear
emot-train-146,"Suratan on mambahen ahu gabe mabiar:( hape pahean hu siganup ari pe nungga syari, kerudung manutup andola jala tongtong mamangke rok.",fear
emot-train-230,lawak urasa maligin na wkwk,happy
emot-train-2809,"hatia politisi makkuling marjagal agama anso dipilih sanga didukung ....i tanda na inda mampu,inda marnalar,inda adong daya kreasi!!! #madungsongonisajo [URL]",anger
emot-train-2357,"kosan jonok hu kantor, alai ro torus tarlambat, dungi molo tonga ari modom muse mai di sofa. Molo dongan sakarejo songonon memang porludo dohonon te tu son.",anger
emot-train-1603,"molo songonon tu ise ma iba marcarito? sega ngolu on pingkiri jolo songon dia rohahon lungun rohahu, tangis au huhut mandabu ilu on tarsongon surat ni ende ni pia palen ma hahah",sadness
emot-train-17,"Semoga sehat selalu, baru na terpenting pupu sayang rap cinta tu [USERNAME], abope au i followers baru tai hita bisa saling mananda harana hita  keluarga hami keluarga au cinta tuho",love
emot-validation-395,"serial komedi taon 2013,cuma 1 season.caritona kakak2 na leng poso marbagas rap duda 3 anak,kadang malah dua mantan adaborunia juo markumpul dibagas.receh doma asli",happy
