id,text,label
emot-train-494,"alasan utamana 'ba nahu ne'e 'sia doho' nda'di kado sweet 17th nahu pede. ede waura ncewi dari ncihi ru'u nahu. sela 'ba ede, nahu rau. sela kaisi, nahu rau ne'e eda angi labo sia doho sawatipu dula menana ta uma. ",happy
emot-train-741,Positif thinking mpa..susu kabepe maci ti wara susu na..nais2 musti wara koq susuna..bune ky 2019cepe presiden..ake watipu wara presidenna kan?,happy
emot-train-225,ni'i anat ana hanta call nggomi..ni'i 'bade wati ni'i...,anger
emot-train-1536,[USERNAME] [USERNAME] .... Kone ake waura nda'di bukti nggomi WATI NCIHI.....!!! MASA NAPI KORUPTOR LOA NTAU HP TA BUI EDE WAURA KANCARA ATURAN.... LABO NGGOMI SA'BARA CA'U KANCARA ATURAN...!! AKE NA KATADAKU ISI ADE RO LOKOMU.,anger
emot-validation-432,"[USERNAME] [USERNAME] Nahu betah 'ba mboto hal. Nahu kaca'u cau pai ndai cua mbei semangat ru'u vote, ru'u cua katenggo ro samacam ede. Mboto poda. Nahu rau ntau semangat ru'u usaha nda'di naha taho wali",happy
emot-train-767,"Ne'e bade sangewe mone kadal? Wkwkw Nggomi ntika, kok watipu wara cea sih Nggomi ca'u lago au pede ta rawa/pede lagona nahu kampa'a ta spty Nggomi re maci deh wiwina,nahu ca'u wiwi nggomi ndede lah. Waura minci mpoi badesi",anger
emot-train-2992,"[USERNAME] Bagooossssss, pecaattttt.!!! Surampa meci ana aupun musti 'di karawi. Surampa taho trah ana ro wa'i aupun musti dikorbankan.!! Meci ana meci ana..",anger
emot-train-171,Ma ngarana kasoba angi re pasti wara suka-dukana. Labo ta akeku ndai tana'o labo berproses sama. grumpytard minoruliciouces #kalenga_angi,happy
emot-train-3137,Mboto sapoda kaina ma ne'e carita 'ba nahu. Pala nahu dahu ma baca nda'di tertarik ta ake. Terutama siwe. Because I am kinda possessive bitch for these things.,fear
emot-train-3445,[USERNAME] [USERNAME] [USERNAME] [USERNAME] [USERNAME] Ngeriiiih bang dahu ta selepet dari kontu.. Doi kan type2 ya lekong pilipin..,fear
emot-train-2026,Ruma tarima kasi waura nggadu dou ma loa mada kawajo Tei ncaupu mada loakura nda'di dou ma wara co'i labo ntau generosity mindset,happy
emot-train-1923,"Ntikana ma'bu ade ede wunga dou ma ndai ne'e, Aipu ndai mbari tio sia sambil sarome, Sia rau sarome mbali ta ndai",love
emot-train-3327,"Ma Sampula ta wura Ramadhan: jama'a awina coco angi wunga cepe2 bioskop surampa film ake, palasi mbuipu kamingsun. hari yang cerdas. [URL]",sadness
emot-train-3093,wara sa maki ke :'(,sadness
emot-train-348,[USERNAME] Iyo. Ne'e. September. Waura kalu'u ta atasan. Nda'di Agustus nahu tiperlu cuti pas dula ta uma. Eda angi nggomi ma lingiiii nya waura tingkat dewa. Sadia kama. Aina mawu maru kadua.,happy
emot-train-3056,Waura pila kali ta'bai ma wara cuma kapili dou ma wati 'batu. daripada kantumu tahopu move on ndai wa'umu aina rece dou makalai. karna ma tambaku mba'a ma bou. ru'u dou ede.,sadness
emot-train-1987,"[USERNAME] laporan nahu hampa 'be min? Piti nahu la transfer labo waura dompo 5 juta, do'do kambalipu ta atm nahu mpoa, 'ba pitina ru'u tamba cola kai lo'I, no laporan nahu 11641708513",anger
emot-test-209,"[askmf] nggori baca menfess ake, nahu sebagai calon ana rantau kadahu, minder, na midi2si lenga doho ta aka tuna adena 'ba sentu nahu/ 'ba nahu mbuipu ntuwu campo bahasa :( [URL]",fear
emot-train-2977,"anyong -! namja romantis ede la kane'e 'ba nahu poda perhatian mustina meci bt labo ndai , loa humoris rau na ca'u auku mbei sesuatu , pohu nami ede mpoa deh , salama kadale -!",love
